Time;Acel Long;Presión CIL;Presión TUB;Longitude;Latitude;Z;Velocity;Direction;Used satellites;CIL KPA;TUB KPA;Acel Long/IIR Filter;DEP KPA;BAL KPA;Ac Corregida;Ac C/ Sg Corregido;Presión Cil.;Filt Press;Presión Diff.;Aceleración;Velocidad Filt;Velocity Simp;Velocity RK4;Distancia;ACrms2;Ac Jerk;Tiempo
s;m/s2;V;V;';';m;km/h;deg.;-;kPa;kPa;m/s2;kPa;kPa;m/s2;m/s2;Kg/cm2;Kg/cm2;Kg/cm2/s;m/s2;Km/h;m/s;;m;m2/s4;m/s3;s
0;-0,67091054;1,3106883;3,142637;-3670,7794;-1804,12501;69,300003;63,412479;331,39999;10;0,92205405;494,65924;-0,46451789;0;0;-0,284709077814569;0,284709077814569;0,5424787600219;;-7,02918488999948E-03;;63,4189177045372;0;;;0;6,64880742395869E-02;-22,52
0,01;-0,58844668;1,3114381;3,1432664;-3670,7794;-1804,12501;69,300003;63,412479;331,39999;10;1,1095107;494,81659;-0,47642308;0;0;-0,202245217814569;0,202245217814569;0,5444093398133;;-1,17565048379975E-02;;63,4189177045372;62,0716474863931;;;0;6,60401433209659E-02;-22,51
0,02;-0,46467441;1,3114917;3,1430864;-3670,7794;-1804,12501;69,300003;63,412479;331,39999;10;1,1229217;494,77158;-0,48837352;0;0;-7,84729478145693E-02;7,84729478145693E-02;0,5445473487181;;-4,40753065739952E-02;;63,4189177045372;62,0716474863931;82,6172436790231;;0;6,54617206131788E-02;-22,5
0,03;-0,66072154;1,3106704;3,1427467;-3670,7794;-1804,12501;69,300003;63,412479;331,39999;10;0,9175837;494,68665;-0,49989459;0;0;-0,274520077814569;0,274520077814569;0,5424326712272;;-2,11184521859986E-02;;63,4189177045372;62,0716474863931;82,6264557485582;;0;6,50765682590674E-02;-22,49
0,04;-0,50071788;1,310674;3,1424201;-3670,7794;-1804,12501;69,300003;63,412479;331,39999;10;0,91847777;494,60498;-0,51113051;0;0;-0,114516417814569;0,114516417814569;0,542441940481999;;-5,21910541099957E-03;;63,4189177045372;62,0716474863931;82,6340602828533;;0;6,46360410838364E-02;-22,48
0,05;-0,55816174;1,311518;3,1431258;-3670,7794;-1804,12501;69,300003;63,412479;331,39999;10;1,1294782;494,78143;-0,52259165;0;0;-0,171960277814569;0,171960277814569;0,544615065774;;-2,85467299909958E-02;;63,4189177045372;62,0716474863931;82,6429646371084;;0;6,41190274970177E-02;-22,47
0,06;-0,34065539;1,3106048;3,1421936;-3670,7794;-1804,12501;69,300003;63,412479;331,39999;10;0,90119243;494,54837;-0,53433228;0;0;4,55460721854307E-02;-4,55460721854307E-02;0,542263764806399;;-1,09274214919997E-02;;63,4189177045372;62,0716474863931;82,6510707954035;;0;6,42416378821237E-02;-22,46
0,07;-0,65411693;1,3093531;3,1415546;-3670,7794;-1804,12501;69,300003;63,412479;331,39999;10;0,58826804;494,38861;-0,54516834;0;0;-0,267915467814569;0,267915467814569;0,5390408964083;;-4,35912454900156E-03;;63,4189177045372;62,0716474863931;82,6560254862186;;0;6,44005814308032E-02;-22,45
0,08;-0,81246358;1,3106692;3,1428456;-3670,7794;-1804,12501;69,300003;63,412479;331,39999;10;0,91728568;494,7114;-0,55264765;0;0;-0,426262117814569;0,426262117814569;0,5424295814756;;-5,89370117699883E-03;;63,4189177045372;62,0716474863931;82,6602108894337;;0;6,41106866248198E-02;-22,44
